tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-sex,attachment-body-part,deployment-id
twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987,GCF00497_5964,Giraffa giraffa,2022-11-21 00:00:00.000,2023-02-07 23:59:00.000,f,ear-tag,757ff3ec-053f-4d4b-8d12-20b584fc9374
